GENE.SYMBOL,PROMOTER.CHROM,PROMOTER.START,PROMOTER.END,PROMOTER.TSS,SE.PEAK,SE.CHROM,SE.START,SE.END,SE.CENTER,DISTANCE.PROM.ENH.KB,RANKED.DISTANCE,SE.LOG2FC,GENE.LOG2FC,GENE.BASEMEAN,GENE.LOG2FC.PADJ
AC004893.11,chr7,98609788,98611788,98610788,2_NA_peak_67050_lociStitched,chr7,98451360,98452395,98451877,158.911,2,-4.028993866,-1.663621463,103.3270275,0.00043644
COQ9,chr16,57480337,57482337,57481337,2_NA_peak_26010_lociStitched,chr16,57411518,57412825,57412171,69.166,1,-4.026992121,-0.607430966,1643.68582,3.32E-08
AUH,chr9,94123195,94125195,94124195,1_NA_peak_73709_lociStitched,chr9,94277823,94278268,94278045,153.85,2,-4.017980633,-0.690768551,383.8403379,0.003118814
CDH1,chr16,68770128,68772128,68771128,1_NA_peak_26222_lociStitched,chr16,68740710,68742414,68741562,29.566,1,-4.012835413,-0.74927604,127.7024678,0.096228526
COL5A1,chr9,137532620,137534620,137533620,7_NA_peak_75162_lociStitched,chr9,137425575,137457518,137441546,92.074,1,-4.003365039,-1.010686247,7218.135537,2.21E-65
RXRA,chr9,137207944,137209944,137208944,7_NA_peak_75162_lociStitched,chr9,137425575,137457518,137441546,232.602,2,-4.003365039,-0.701072579,1340.95907,1.66E-08
FAT4,chr4,126236554,126238554,126237554,1_NA_peak_53760_lociStitched,chr4,126441605,126442036,126441820,204.266,1,-3.99547356,-1.418976458,3397.199072,1.10E-73
ARHGEF17,chr11,73018334,73020334,73019334,1_NA_peak_12504_lociStitched,chr11,73045192,73046621,73045906,26.572,2,-3.981955286,-0.954967809,2485.232147,1.74E-25
HPCAL1,chr2,10442015,10444015,10443015,1_NA_peak_34774_lociStitched,chr2,10469550,10471881,10470715,27.7,1,-3.963512611,-0.825178204,7024.067934,5.15E-34
COL5A1,chr9,137532620,137534620,137533620,4_NA_peak_75168_lociStitched,chr9,137477720,137496203,137486961,46.659,1,-3.954293141,-1.010686247,7218.135537,2.21E-65
RXRA,chr9,137207944,137209944,137208944,4_NA_peak_75168_lociStitched,chr9,137477720,137496203,137486961,278.017,2,-3.954293141,-0.701072579,1340.95907,1.66E-08
CCND1,chr11,69454855,69456855,69455855,1_NA_peak_12391_lociStitched,chr11,69682241,69683266,69682753,226.898,2,-3.940150426,-0.616597246,26184.33764,1.37E-79
CTD-2366F13.1,chr5,52404672,52406672,52405672,1_NA_peak_56669_lociStitched,chr5,52506761,52508576,52507668,101.996,2,-3.933889119,-0.818207351,576.9137396,1.05E-05
GALNT10,chr5,153569290,153571290,153570290,2_NA_peak_59230_lociStitched,chr5,153687678,153692190,153689934,119.644,1,-3.932257389,-1.600854322,12530.72829,3.78E-296
SAP30L-AS1,chr5,153824410,153826410,153825410,2_NA_peak_59230_lociStitched,chr5,153687678,153692190,153689934,135.476,2,-3.932257389,-1.229110601,113.7943204,0.008171153
AXL,chr19,41724108,41726108,41725108,1_NA_peak_33571_lociStitched,chr19,41681809,41682819,41682314,42.794,1,-3.912813316,-0.597926062,49470.51186,4.00E-90
DHRS3,chr1,12676737,12678737,12677737,1_NA_peak_612_lociStitched,chr1,12869845,12871808,12870826,193.089,2,-3.879913391,-1.069071664,3236.552502,4.79E-45
RAB36,chr22,23486513,23488513,23487513,1_NA_peak_43929_lociStitched,chr22,23647323,23647543,23647433,159.92,2,-3.853251754,-1.293600151,1047.140756,3.16E-21
PMEPA1,chr20,56285592,56287592,56286592,2_NA_peak_42451_lociStitched,chr20,56477107,56478271,56477689,191.097,1,-3.84797367,-1.155628921,1522.484573,1.92E-19
LINC00094,chr9,136889561,136891561,136890561,2_NA_peak_75133_lociStitched,chr9,136800706,136811104,136805905,84.656,2,-3.836839594,-0.673459769,2467.874201,8.48E-13
VAV2,chr9,136856726,136858726,136857726,2_NA_peak_75133_lociStitched,chr9,136800706,136811104,136805905,51.821,1,-3.836839594,-1.597326185,2336.91821,2.62E-61
SERPINB1,chr6,2841240,2843240,2842240,5_NA_peak_60027_lociStitched,chr6,2678097,2689583,2683840,158.4,2,-3.834565378,-2.811202168,1599.735937,1.02E-141
ARL2BP,chr16,57278010,57280010,57279010,1_NA_peak_26009_lociStitched,chr16,57349918,57351407,57350662,71.652,2,-3.8313018,-0.93073662,1962.536772,1.33E-21
COPRS,chr17,30185356,30187356,30186356,1_NA_peak_28000_lociStitched,chr17,30080705,30082554,30081629,104.727,1,-3.818102274,-0.540680532,2827.717303,7.84E-09
FLG,chr1,152296679,152298679,152297679,2_NA_peak_4326_lociStitched,chr1,152300758,152302430,152301594,3.915,1,-3.790988457,-3.543576761,9425.900702,0
CDK20,chr9,90588668,90590668,90589668,2_NA_peak_73645_lociStitched,chr9,90406657,90408975,90407816,181.852,2,-3.788462328,-0.798507041,326.8278022,0.001642181
RP11-863P13.3,chr16,88218696,88220696,88219696,4_NA_peak_26869_lociStitched,chr16,88217336,88221064,88219200,0.496,1,-3.756602567,-0.950490474,194.9110486,0.004104935
SLC38A10,chr17,79268347,79270347,79269347,1_NA_peak_30128_lociStitched,chr17,79338374,79340370,79339372,70.025,2,-3.74776079,-0.741620672,6203.031812,4.46E-23
SDK1,chr7,3340080,3342080,3341080,2_NA_peak_64886_lociStitched,chr7,3131793,3132621,3132207,208.873,1,-3.729180374,-10.98387678,114.3463186,1.29E-12
ABHD17C,chr15,80971025,80973025,80972025,1_NA_peak_24409_lociStitched,chr15,80729177,80729846,80729511,242.514,2,-3.683934915,-0.663026748,1524.130087,2.10E-08
ARNT2,chr15,80695692,80697692,80696692,1_NA_peak_24409_lociStitched,chr15,80729177,80729846,80729511,32.819,1,-3.683934915,-1.391134911,479.5622372,3.37E-12
RP11-426C22.4,chr16,29230352,29232352,29231352,2_NA_peak_25690_lociStitched,chr16,29231669,29232856,29232262,0.91,1,-3.680321873,-1.485201103,168.5301089,4.54E-05
ANTXR1,chr2,69239310,69241310,69240310,1_NA_peak_36599_lociStitched,chr2,69056676,69056935,69056805,183.505,1,-3.675736487,-0.582952405,2656.664752,8.33E-12
UBAC1,chr9,138852226,138854226,138853226,1_NA_peak_75197_lociStitched,chr9,138884079,138885381,138884730,31.504,1,-3.669994988,-0.534179734,2993.329733,1.69E-10
TMEM161B-AS1,chr5,87563712,87565712,87564712,2_NA_peak_57484_lociStitched,chr5,87124680,87128612,87126646,438.066,2,-3.664822524,-1.183453066,239.2445708,4.49E-05
ALDH1B1,chr9,38391661,38393661,38392661,2_NA_peak_73270_lociStitched,chr9,38625035,38626813,38625924,233.263,1,-3.646553343,-1.014161133,2681.889179,3.04E-31
ALG10,chr12,34174216,34176216,34175216,1_NA_peak_15114_lociStitched,chr12,33948866,33949267,33949066,226.15,1,-3.646264279,-0.717951227,672.6410668,0.000218021
GALNT10,chr5,153569290,153571290,153570290,1_NA_peak_59227_lociStitched,chr5,153616399,153616633,153616516,46.226,1,-3.645348852,-1.600854322,12530.72829,3.78E-296
CUL4B,chrX,119708649,119710649,119709649,4_NA_peak_76833_lociStitched,chrX,119587468,119592621,119590044,119.605,2,-3.632478267,-0.539139895,7284.054454,2.49E-20
RPL35,chr9,127623260,127625260,127624260,5_NA_peak_74642_lociStitched,chr9,127572555,127597683,127585119,39.141,1,-3.630278957,-0.831979747,33882.79979,8.91E-164
RMI1,chr9,86594626,86596626,86595626,1_NA_peak_73586_lociStitched,chr9,86784646,86786296,86785471,189.845,1,-3.626734452,-0.596355939,1761.804213,1.96E-06
IRF1,chr5,131825490,131827490,131826490,2_NA_peak_58406_lociStitched,chr5,131794438,131808352,131801395,25.095,1,-3.622657966,-1.500269607,895.1182601,1.72E-18
LINC00338,chr17,75081798,75083798,75082798,1_NA_peak_29854_lociStitched,chr17,75280797,75285809,75283303,200.505,2,-3.620182109,-0.83195426,398.4223676,0.000199446
9-Sep,chr17,75275651,75277651,75276651,1_NA_peak_29854_lociStitched,chr17,75280797,75285809,75283303,6.652,1,-3.620182109,-1.004541968,15158.18758,7.79E-122
TLE1,chr9,84303220,84305220,84304220,1_NA_peak_73535_lociStitched,chr9,84105845,84106072,84105958,198.262,1,-3.620007961,-0.758121125,3658.145132,1.48E-23
RPS2P55,chrX,40794117,40796117,40795117,2_NA_peak_76075_lociStitched,chrX,40703975,40705904,40704939,90.178,1,-3.617751519,-0.542919065,250.2865633,0.071787914
RNASEH2B,chr13,51482814,51484814,51483814,7_NA_peak_19127_lociStitched,chr13,51249652,51274698,51262175,221.639,1,-3.61681316,-0.546595771,2035.780441,6.02E-08
AK4,chr1,65612232,65614232,65613232,3_NA_peak_2499_lociStitched,chr1,65639069,65644278,65641673,28.441,1,-3.603876069,-3.39915505,176.926781,2.86E-16
CDH4,chr20,59826482,59828482,59827482,2_NA_peak_42568_lociStitched,chr20,59872436,59873751,59873093,45.611,1,-3.572828064,-1.200213101,1966.199548,5.86E-24
SDK1,chr7,3340080,3342080,3341080,1_NA_peak_64888_lociStitched,chr7,3147055,3148816,3147935,193.145,1,-3.560428225,-10.98387678,114.3463186,1.29E-12
FOXC1,chr6,1609681,1611681,1610681,1_NA_peak_59989_lociStitched,chr6,1404243,1404550,1404396,206.285,2,-3.559407643,-0.930497859,338.0459472,0.000184568
CCDC149,chr4,24980826,24982826,24981826,2_NA_peak_51303_lociStitched,chr4,24852602,24858596,24855599,126.227,1,-3.522583147,-1.530799557,112.4380659,0.000310617
MBNL2,chr13,97872688,97874688,97873688,5_NA_peak_19813_lociStitched,chr13,97846559,97863813,97855186,18.502,1,-3.518173674,-0.539437978,900.0643157,0.000279371
SLC37A2,chr11,124931963,124933963,124932963,5_NA_peak_13780_lociStitched,chr11,124940388,124961952,124951170,18.207,2,-3.50980035,-1.897297654,174.0996184,1.51E-08
CAST,chr5,95859971,95861971,95860971,3_NA_peak_57717_lociStitched,chr5,95992035,95993877,95992956,131.985,1,-3.497389904,-0.58420639,6409.307809,3.50E-22
RPP40,chr6,5003297,5005297,5004297,1_NA_peak_60126_lociStitched,chr6,4576222,4576557,4576389,427.908,2,-3.493193239,-0.735756925,919.5344038,4.98E-07
EBP,chrX,48378546,48380546,48379546,7_NA_peak_76290_lociStitched,chrX,48344153,48357726,48350939,28.607,1,-3.476195564,-1.684664262,357.1959818,6.81E-09
POLE3,chr9,116171952,116173952,116172952,1_NA_peak_74324_lociStitched,chr9,116216710,116218458,116217584,44.632,2,-3.453177138,-1.037029411,6023.35018,2.06E-60
THBS2,chr6,169653139,169655139,169654139,3_NA_peak_64694_lociStitched,chr6,169688066,169694323,169691194,37.055,1,-3.436974013,-0.659551972,137.3139449,0.126620476
XXyac-YX65C7_A.2,chr6,169612349,169614349,169613349,3_NA_peak_64694_lociStitched,chr6,169688066,169694323,169691194,77.845,2,-3.436974013,-0.588519626,102.3813995,0.274395904
ZNF365,chr10,64132951,64134951,64133951,2_NA_peak_8662_lociStitched,chr10,64341369,64344130,64342749,208.798,1,-3.424554014,-1.527509817,298.3316349,3.46E-09
ANKRD10,chr13,111566416,111568416,111567416,3_NA_peak_20279_lociStitched,chr13,111656719,111670857,111663788,96.372,2,-3.421365209,-1.105785517,4589.842458,3.33E-56
LINC00431,chr13,111634654,111636654,111635654,3_NA_peak_20279_lociStitched,chr13,111656719,111670857,111663788,28.134,1,-3.421365209,-1.484980387,116.8249064,0.001840264
MCM2,chr3,127316066,127318066,127317066,1_NA_peak_48470_lociStitched,chr3,126891432,126892485,126891958,425.108,2,-3.419207721,-0.569755965,19260.81324,1.72E-48
OLFML2B,chr1,161992644,161994644,161993644,1_NA_peak_4697_lociStitched,chr1,162043929,162045111,162044520,50.876,2,-3.409804212,-0.864478373,257.6558874,0.001961675
THBS2,chr6,169653139,169655139,169654139,2_NA_peak_64699_lociStitched,chr6,169769922,169771492,169770707,116.568,1,-3.409506755,-0.659551972,137.3139449,0.126620476
XXyac-YX65C7_A.2,chr6,169612349,169614349,169613349,2_NA_peak_64699_lociStitched,chr6,169769922,169771492,169770707,157.358,2,-3.409506755,-0.588519626,102.3813995,0.274395904
TCN2,chr22,31001825,31003825,31002825,1_NA_peak_44188_lociStitched,chr22,31004836,31006040,31005438,2.613,2,-3.366969062,-5.944864609,142.4064702,4.11E-31
COL5A1,chr9,137532620,137534620,137533620,1_NA_peak_75150_lociStitched,chr9,137270959,137272786,137271872,261.748,2,-3.366000517,-1.010686247,7218.135537,2.21E-65
RXRA,chr9,137207944,137209944,137208944,1_NA_peak_75150_lociStitched,chr9,137270959,137272786,137271872,62.928,1,-3.366000517,-0.701072579,1340.95907,1.66E-08
FAM171A1,chr10,15412061,15414061,15413061,2_NA_peak_7648_lociStitched,chr10,15289362,15290422,15289892,123.169,2,-3.358745931,-0.909716553,1606.054871,3.70E-15
NMT2,chr10,15209692,15211692,15210692,2_NA_peak_7648_lociStitched,chr10,15289362,15290422,15289892,79.2,1,-3.358745931,-0.613789562,4135.341351,7.32E-19
CCND1,chr11,69454855,69456855,69455855,1_NA_peak_12390_lociStitched,chr11,69668586,69669673,69669129,213.274,2,-3.353064444,-0.616597246,26184.33764,1.37E-79
HHAT,chr1,210500596,210502596,210501596,1_NA_peak_6029_lociStitched,chr1,210567189,210568203,210567696,66.1,1,-3.350117124,-3.001296506,143.555759,5.68E-15
THAP7,chr22,21355485,21357485,21356485,1_NA_peak_43871_lociStitched,chr22,21396032,21396972,21396502,40.017,2,-3.34415731,-0.654637524,1940.257449,3.54E-10
THBS1,chr15,39872280,39874280,39873280,2_NA_peak_23154_lociStitched,chr15,39524548,39527305,39525926,347.354,1,-3.341927488,-3.118956386,8841.141318,0
PINX1,chr8,10696394,10698394,10697394,1_NA_peak_68809_lociStitched,chr8,10547759,10549835,10548797,148.597,2,-3.332203517,-0.570071426,627.200034,0.002765224
RP1L1,chr8,10568697,10570697,10569697,1_NA_peak_68809_lociStitched,chr8,10547759,10549835,10548797,20.9,1,-3.332203517,-2.196738132,160.8524703,5.91E-10
IL4R,chr16,27323989,27325989,27324989,1_NA_peak_25629_lociStitched,chr16,27337761,27339492,27338626,13.637,1,-3.328245044,-0.93381491,488.8684498,6.32E-06
GSTCD,chr4,106628935,106630935,106629935,1_NA_peak_53153_lociStitched,chr4,106545496,106546154,106545825,84.11,1,-3.325535171,-0.542805085,1757.559097,3.67E-07
COL5A1,chr9,137532620,137534620,137533620,3_NA_peak_75156_lociStitched,chr9,137388179,137395615,137391897,141.723,1,-3.319729968,-1.010686247,7218.135537,2.21E-65
RXRA,chr9,137207944,137209944,137208944,3_NA_peak_75156_lociStitched,chr9,137388179,137395615,137391897,182.953,2,-3.319729968,-0.701072579,1340.95907,1.66E-08
ANKRD1,chr10,92680033,92682033,92681033,1_NA_peak_9458_lociStitched,chr10,92671543,92672349,92671946,9.087,1,-3.311038543,-3.658025405,3485.05002,1.28E-272
DAB2IP,chr9,124328336,124330336,124329336,3_NA_peak_74551_lociStitched,chr9,124497155,124513511,124505333,175.997,2,-3.301128112,-0.608146212,3629.224156,4.03E-16
GINS4,chr8,41385725,41387725,41386725,2_NA_peak_69665_lociStitched,chr8,40958201,40959633,40958917,427.808,2,-3.295672675,-0.504937659,4308.593292,7.19E-13
RMI1,chr9,86594626,86596626,86595626,2_NA_peak_73588_lociStitched,chr9,86937452,86939073,86938262,342.636,1,-3.293146625,-0.596355939,1761.804213,1.96E-06
NAV2,chr11,19371271,19373271,19372271,1_NA_peak_11095_lociStitched,chr11,19681094,19682494,19681794,309.523,1,-3.28996266,-4.665292924,503.4633092,7.23E-71
RAD51C,chr17,56768934,56770934,56769934,2_NA_peak_29031_lociStitched,chr17,56862994,56864726,56863860,93.926,1,-3.277950296,-0.77383924,2937.377321,9.69E-22
THBS1,chr15,39872280,39874280,39873280,1_NA_peak_23156_lociStitched,chr15,39539898,39541222,39540560,332.72,1,-3.258038079,-3.118956386,8841.141318,0
ANKEF1,chr20,9965774,9967774,9966774,1_NA_peak_41160_lociStitched,chr20,10021016,10021559,10021287,54.513,1,-3.256585063,-1.180385606,556.0588126,7.63E-10
CDK20,chr9,90588668,90590668,90589668,1_NA_peak_73646_lociStitched,chr9,90477741,90478482,90478111,111.557,1,-3.248281604,-0.798507041,326.8278022,0.001642181
C20orf112,chr20,31171876,31173876,31172876,2_NA_peak_41514_lociStitched,chr20,31057447,31064242,31060844,112.032,1,-3.240409892,-2.104918837,952.040867,4.56E-41
CCND1,chr11,69454855,69456855,69455855,3_NA_peak_12381_lociStitched,chr11,69264245,69275939,69270092,185.763,2,-3.233903323,-0.616597246,26184.33764,1.37E-79
ANKRD46,chr8,101571012,101573012,101572012,1_NA_peak_70815_lociStitched,chr8,101514358,101514638,101514498,57.514,1,-3.232411338,-0.507389529,920.0804084,0.001727489
PVRL1,chr11,119598794,119600794,119599794,4_NA_peak_13586_lociStitched,chr11,119546995,119574095,119560545,39.249,1,-3.228666598,-0.943321058,3276.636028,3.09E-34
FAS,chr10,90749414,90751414,90750414,2_NA_peak_9385_lociStitched,chr10,90608033,90609242,90608637,141.777,2,-3.224937148,-1.222959267,307.526486,4.94E-05
ABCA10,chr17,67239987,67241987,67240987,3_NA_peak_29504_lociStitched,chr17,66904802,66907616,66906209,334.778,1,-3.219516526,-2.424582221,204.0029057,1.65E-14
PDGFA,chr7,558933,560933,559933,1_NA_peak_64740_lociStitched,chr7,511212,512153,511682,48.251,1,-3.219122196,-1.423586674,3613.307913,2.31E-77
SYT1,chr12,79256773,79258773,79257773,4_NA_peak_16612_lociStitched,chr12,79309812,79325644,79317728,59.955,1,-3.216780694,-0.883465113,562.9405032,1.37E-06
TFDP1,chr13,114238013,114240013,114239013,2_NA_peak_20335_lociStitched,chr13,114516988,114525534,114521261,282.248,2,-3.213578047,-0.571898771,14774.63384,2.64E-44
TLE1,chr9,84303220,84305220,84304220,1_NA_peak_73534_lociStitched,chr9,84070903,84071233,84071068,233.152,1,-3.208402266,-0.758121125,3658.145132,1.48E-23
ADAMTS12,chr5,33891297,33893297,33892297,1_NA_peak_56278_lociStitched,chr5,33969402,33970171,33969786,77.489,2,-3.20318453,-4.007739461,273.9973658,1.20E-44
AMACR,chr5,34007220,34009220,34008220,1_NA_peak_56278_lociStitched,chr5,33969402,33970171,33969786,38.434,1,-3.20318453,-0.842312217,178.9692789,0.01712263
MKRN3,chr15,23809454,23811454,23810454,1_NA_peak_22862_lociStitched,chr15,23617558,23618305,23617931,192.523,2,-3.198152366,-0.522723276,120.3980758,0.268027207
CRTC1,chr19,18793487,18795487,18794487,4_NA_peak_33057_lociStitched,chr19,18769233,18789862,18779547,14.94,1,-3.196644567,-0.504057005,843.0011905,0.003385753
YARS2,chr12,32907836,32909836,32908836,4_NA_peak_15106_lociStitched,chr12,33042032,33055528,33048780,139.944,1,-3.194977005,-0.846830149,5013.97116,4.42E-39
TLE4,chr9,82185688,82187688,82186688,2_NA_peak_73507_lociStitched,chr9,82676570,82677601,82677085,490.397,1,-3.186278532,-3.768894992,479.405211,1.95E-71
GLG1,chr16,74640012,74642012,74641012,2_NA_peak_26433_lociStitched,chr16,74592886,74598324,74595605,45.407,1,-3.182132958,-0.684627793,13266.95102,2.45E-60
RFWD3,chr16,74699779,74701779,74700779,2_NA_peak_26433_lociStitched,chr16,74592886,74598324,74595605,105.174,2,-3.182132958,-0.536214869,12077.19658,6.79E-31
DNAL1,chr14,74110578,74112578,74111578,1_NA_peak_21805_lociStitched,chr14,74105898,74107054,74106476,5.102,1,-3.133875655,-0.543351596,911.1006986,0.000389953
RNPS1P1,chr4,11372599,11374599,11373599,1_NA_peak_51036_lociStitched,chr4,11530901,11531935,11531418,157.819,2,-3.113811772,-0.573106133,130.1630098,0.18040694
ZBTB34,chr9,129621944,129623944,129622944,1_NA_peak_74727_lociStitched,chr9,129605945,129606367,129606156,16.788,1,-3.107398594,-0.541090257,784.8515584,0.000719733
CGB1,chr19,49551006,49553006,49552006,2_NA_peak_34179_lociStitched,chr19,49542948,49545934,49544441,7.565,2,-3.104190709,-3.736162174,142.2924352,5.34E-19
CGB5,chr19,49546141,49548141,49547141,2_NA_peak_34179_lociStitched,chr19,49542948,49545934,49544441,2.7,1,-3.104190709,-3.830184325,144.8809799,1.53E-19
TSPAN5,chr4,99578780,99580780,99579780,2_NA_peak_52962_lociStitched,chr4,99609202,99610132,99609667,29.887,2,-3.098515395,-0.569189705,4184.33911,3.87E-15
XXyac-YX65C7_A.2,chr6,169612349,169614349,169613349,2_NA_peak_64689_lociStitched,chr6,169588254,169589282,169588768,24.581,1,-3.094676771,-0.588519626,102.3813995,0.274395904
STX18,chr4,4543073,4545073,4544073,1_NA_peak_50881_lociStitched,chr4,4838465,4841274,4839869,295.796,2,-3.088272632,-0.742818206,1684.657062,1.46E-10
PHLDA2,chr11,2949685,2951685,2950685,1_NA_peak_10653_lociStitched,chr11,2933245,2934819,2934032,16.653,2,-3.087081696,-0.856249506,1888.455626,9.90E-15
MFAP3L,chr4,170953182,170955182,170954182,2_NA_peak_54915_lociStitched,chr4,171168207,171169739,171168973,214.791,1,-3.087049927,-0.557198604,407.404674,0.01463853
PCGF5,chr10,92978908,92980908,92979908,1_NA_peak_9470_lociStitched,chr10,93149683,93149918,93149800,169.892,2,-3.074510759,-1.273026626,2467.682765,3.00E-43
XXyac-YX65C7_A.2,chr6,169612349,169614349,169613349,4_NA_peak_64687_lociStitched,chr6,169561948,169574441,169568194,45.155,2,-3.068365797,-0.588519626,102.3813995,0.274395904
SHB,chr9,38068210,38070210,38069210,1_NA_peak_73265_lociStitched,chr9,38141427,38141868,38141647,72.437,1,-3.067930118,-0.938020315,627.9617422,1.58E-07
GNAQ,chr9,80645374,80647374,80646374,3_NA_peak_73454_lociStitched,chr9,80321841,80328438,80325139,321.235,1,-3.067221101,-1.596265375,119.0376182,0.000188602
PAX8,chr2,114035527,114037527,114036527,2_NA_peak_37532_lociStitched,chr2,114039143,114043597,114041370,4.843,1,-3.063510601,-0.668257828,181.7419029,0.066045509
CKLF,chr16,66585466,66587466,66586466,3_NA_peak_26093_lociStitched,chr16,66549387,66560574,66554980,31.486,2,-3.049923639,-0.569754742,618.4160456,0.002030966
TK2,chr16,66585447,66587447,66586447,3_NA_peak_26093_lociStitched,chr16,66549387,66560574,66554980,31.467,1,-3.049923639,-0.548337085,1677.795762,1.58E-06
AVEN,chr15,34330377,34332377,34331377,1_NA_peak_23013_lociStitched,chr15,34012323,34015424,34013873,317.504,1,-3.049691162,-0.794168244,793.9769873,3.06E-06
MPP5,chr14,67706826,67708826,67707826,2_NA_peak_21501_lociStitched,chr14,67687922,67688981,67688451,19.375,1,-3.037914832,-0.824393877,5266.150999,7.07E-38
CATSPER1,chr11,65792988,65794988,65793988,3_NA_peak_12198_lociStitched,chr11,65782376,65790473,65786424,7.564,1,-3.033147839,-4.714990189,294.4865232,1.13E-55
EIF1AD,chr11,65768647,65770647,65769647,3_NA_peak_12198_lociStitched,chr11,65782376,65790473,65786424,16.777,2,-3.033147839,-0.515692583,2468.140048,4.26E-07
PINX1,chr8,10696394,10698394,10697394,1_NA_peak_68810_lociStitched,chr8,10567087,10575190,10571138,126.256,2,-3.028118269,-0.570071426,627.200034,0.002765224
RP1L1,chr8,10568697,10570697,10569697,1_NA_peak_68810_lociStitched,chr8,10567087,10575190,10571138,1.441,1,-3.028118269,-2.196738132,160.8524703,5.91E-10
HOTAIRM1,chr7,27134266,27136266,27135266,1_NA_peak_65582_lociStitched,chr7,26930884,26931516,26931200,204.066,2,-3.026861026,-1.039238367,1095.117916,1.27E-14
TLE4,chr9,82185688,82187688,82186688,2_NA_peak_73499_lociStitched,chr9,81803455,81805721,81804588,382.1,2,-3.026225552,-3.768894992,479.405211,1.95E-71
PTCHD3P1,chr10,29697331,29699331,29698331,1_NA_peak_7992_lociStitched,chr10,29449357,29449940,29449648,248.683,1,-3.024860271,-0.508327248,1022.11379,0.000547788
UBAC1,chr9,138852226,138854226,138853226,1_NA_peak_75195_lociStitched,chr9,138842605,138845011,138843808,9.418,1,-3.023618082,-0.534179734,2993.329733,1.69E-10
LEPREL1,chr3,189839226,189841226,189840226,1_NA_peak_50333_lociStitched,chr3,189699631,189699915,189699773,140.453,1,-3.017795152,-1.874771894,762.9849689,4.04E-29
COL5A1,chr9,137532620,137534620,137533620,6_NA_peak_75175_lociStitched,chr9,137513240,137537737,137525488,8.132,1,-3.008197749,-1.010686247,7218.135537,2.21E-65
RXRA,chr9,137207944,137209944,137208944,6_NA_peak_75175_lociStitched,chr9,137513240,137537737,137525488,316.544,2,-3.008197749,-0.701072579,1340.95907,1.66E-08
COL5A1,chr9,137532620,137534620,137533620,2_NA_peak_75155_lociStitched,chr9,137347146,137349916,137348531,185.089,2,-3.007625996,-1.010686247,7218.135537,2.21E-65
RXRA,chr9,137207944,137209944,137208944,2_NA_peak_75155_lociStitched,chr9,137347146,137349916,137348531,139.587,1,-3.007625996,-0.701072579,1340.95907,1.66E-08
TLE4,chr9,82185688,82187688,82186688,3_NA_peak_73496_lociStitched,chr9,81743635,81749602,81746618,440.07,2,-3.007238885,-3.768894992,479.405211,1.95E-71
PTCHD3P1,chr10,29697331,29699331,29698331,2_NA_peak_7990_lociStitched,chr10,29429548,29430501,29430024,268.307,2,-2.996148573,-0.508327248,1022.11379,0.000547788
MYPN,chr10,69864912,69866912,69865912,2_NA_peak_8775_lociStitched,chr10,69962212,69968313,69965262,99.35,1,-2.993242069,-2.69754855,126.6932854,2.10E-11
LINC00094,chr9,136889561,136891561,136890561,1_NA_peak_75129_lociStitched,chr9,136658331,136658643,136658487,232.074,2,-2.985254698,-0.673459769,2467.874201,8.48E-13
VAV2,chr9,136856726,136858726,136857726,1_NA_peak_75129_lociStitched,chr9,136658331,136658643,136658487,199.239,1,-2.985254698,-1.597326185,2336.91821,2.62E-61
AUH,chr9,94123195,94125195,94124195,1_NA_peak_73685_lociStitched,chr9,93800028,93800387,93800207,323.988,1,-2.98083345,-0.690768551,383.8403379,0.003118814
XPA,chr9,100458639,100460639,100459639,3_NA_peak_73869_lociStitched,chr9,100465628,100477591,100471609,11.97,1,-2.972428057,-0.989531389,712.2478394,1.03E-08
UQCR10,chr22,30162358,30164358,30163358,1_NA_peak_44128_lociStitched,chr22,30194563,30196323,30195443,32.085,1,-2.971542923,-0.658899257,3835.604954,3.77E-17
LRPAP1,chr4,3533286,3535286,3534286,1_NA_peak_50859_lociStitched,chr4,3437955,3439531,3438743,95.543,1,-2.962740025,-0.506811252,5963.573623,3.82E-18
AC004840.9,chr7,2476398,2478398,2477398,1_NA_peak_64852_lociStitched,chr7,2517457,2517732,2517594,40.196,2,-2.956998494,-0.927566258,149.4416068,0.013875645
LFNG,chr7,2551163,2553163,2552163,1_NA_peak_64852_lociStitched,chr7,2517457,2517732,2517594,34.569,1,-2.956998494,-1.10336895,437.3692964,7.37E-07
RP11-400K9.4,chr8,54435491,54437491,54436491,1_NA_peak_69901_lociStitched,chr8,54229422,54229790,54229606,206.885,1,-2.950468345,-4.018512498,128.340043,8.10E-18
METRNL,chr17,81036567,81038567,81037567,1_NA_peak_30265_lociStitched,chr17,81103397,81103758,81103577,66.01,1,-2.948998698,-0.672379629,2579.684464,1.63E-14
CDC45,chr22,19465982,19467982,19466982,2_NA_peak_43792_lociStitched,chr22,19563197,19567099,19565148,98.166,1,-2.932789108,-0.812025585,5630.795243,2.38E-28
CACNA2D4,chr12,2027002,2029002,2028002,1_NA_peak_14131_lociStitched,chr12,1869517,1870459,1869988,158.014,2,-2.91581442,-0.651324264,5084.343532,6.92E-25
NNT-AS1,chr5,43602332,43604332,43603332,1_NA_peak_56570_lociStitched,chr5,43801538,43803152,43802345,199.013,1,-2.912979634,-1.097783882,184.1387243,0.002134763
