GENE.SYMBOL,PROMOTER.CHROM,PROMOTER.START,PROMOTER.END,PROMOTER.TSS,SE.PEAK,SE.CHROM,SE.START,SE.END,SE.CENTER,DISTANCE.PROM.ENH.KB,RANKED.DISTANCE,SE.LOG2FC,GENE.LOG2FC,GENE.BASEMEAN,GENE.LOG2FC.PADJ
CAT,chr11,34459472,34461472,34460472,1_NA_peak_11462_lociStitched,chr11,34592384,34592843,34592613,132.141,1,1.694238081,0.550349568,4193.155053,6.92E-14
CAT,chr11,34459472,34461472,34460472,1_NA_peak_11460_lociStitched,chr11,34426307,34427170,34426738,33.734,1,1.951122996,0.550349568,4193.155053,6.92E-14
CBLB,chr3,105587396,105589396,105588396,1_NA_peak_47707_lociStitched,chr3,105348808,105349274,105349041,239.355,1,1.841061025,0.584329239,2755.328766,7.73E-12
CCDC110,chr4,186391913,186393913,186392913,1_NA_peak_55385_lociStitched,chr4,186388509,186388725,186388617,4.296,2,1.765198526,0.668780268,117.5298526,0.185000673
CCDC110,chr4,186391913,186393913,186392913,1_NA_peak_55397_lociStitched,chr4,186530285,186530512,186530398,137.485,2,2.040916381,0.668780268,117.5298526,0.185000673
CCDC28A,chr6,139093657,139095657,139094657,1_NA_peak_63763_lociStitched,chr6,139145723,139146611,139146167,51.51,1,3.339817721,0.555332054,920.5467374,0.000391935
CCDC71L,chr7,106300442,106302442,106301442,3_NA_peak_67347_lociStitched,chr7,106088458,106103792,106096125,205.317,2,2.049992049,1.70343936,1495.317045,3.09E-40
CCDC71L,chr7,106300442,106302442,106301442,2_NA_peak_67350_lociStitched,chr7,106124729,106127645,106126187,175.255,1,2.3014149,1.70343936,1495.317045,3.09E-40
CCDC71L,chr7,106300442,106302442,106301442,7_NA_peak_67358_lociStitched,chr7,106297585,106322845,106310215,8.773,1,1.520449378,1.70343936,1495.317045,3.09E-40
CCDC88A,chr2,55646057,55648057,55647057,1_NA_peak_36278_lociStitched,chr2,55585500,55585762,55585631,61.426,1,2.028955746,0.677872671,7221.142107,1.97E-26
CCDC88A,chr2,55646057,55648057,55647057,1_NA_peak_36282_lociStitched,chr2,55669172,55669607,55669389,22.332,1,9.191296148,0.677872671,7221.142107,1.97E-26
CCL20,chr2,228677558,228679558,228678558,1_NA_peak_40377_lociStitched,chr2,228996345,228996628,228996486,317.928,2,4.216889503,5.417537192,4763.672373,0
CCL20,chr2,228677558,228679558,228678558,2_NA_peak_40356_lociStitched,chr2,228519652,228520992,228520322,158.236,1,1.519484392,5.417537192,4763.672373,0
CCL20,chr2,228677558,228679558,228678558,2_NA_peak_40358_lociStitched,chr2,228652596,228654362,228653479,25.079,1,3.959411236,5.417537192,4763.672373,0
CCNYL1,chr2,208575264,208577264,208576264,1_NA_peak_39809_lociStitched,chr2,208592262,208592691,208592476,16.212,1,2.547005971,1.148326987,1899.205999,1.50E-27
CD2AP,chr6,47444525,47446525,47445525,2_NA_peak_61747_lociStitched,chr6,47259429,47261794,47260611,184.914,2,2.060779687,0.808488123,4761.667026,1.39E-31
CDC42BPB,chr14,103522799,103524799,103523799,1_NA_peak_22713_lociStitched,chr14,103557575,103558304,103557939,34.14,1,1.506352288,0.505689351,7764.172993,3.21E-19
CDC5L,chr6,44354262,44356262,44355262,1_NA_peak_61656_lociStitched,chr6,44548822,44549357,44549089,193.827,1,1.517046057,0.750696506,9749.47273,2.97E-52
CDC5L,chr6,44354262,44356262,44355262,2_NA_peak_61657_lociStitched,chr6,44609654,44623755,44616704,261.442,1,1.820877941,0.750696506,9749.47273,2.97E-52
CDC5L,chr6,44354262,44356262,44355262,2_NA_peak_61659_lociStitched,chr6,44663918,44670192,44667055,311.793,1,4.095007435,0.750696506,9749.47273,2.97E-52
CDKL5,chrX,18442703,18444703,18443703,1_NA_peak_75675_lociStitched,chrX,18424162,18425708,18424935,18.768,1,4.096022564,0.723073313,304.517022,0.006362177
CDPF1,chr22,46645576,46647576,46646576,7_NA_peak_44910_lociStitched,chr22,46554842,46575082,46564962,81.614,2,1.796122203,0.772202022,937.2169423,8.52E-07
CDR2L,chr17,72982727,72984727,72983727,1_NA_peak_29674_lociStitched,chr17,72978148,72978366,72978257,5.47,1,1.877156905,1.29108679,574.1298932,9.99E-11
CENPQ,chr6,49430091,49432091,49431091,2_NA_peak_61807_lociStitched,chr6,49236440,49237663,49237051,194.04,2,1.828342285,1.040527225,2344.419421,1.16E-25
CENPQ,chr6,49430091,49432091,49431091,11_NA_peak_61797_lociStitched,chr6,48944489,48970060,48957274,473.817,2,2.132977066,1.040527225,2344.419421,1.16E-25
CENPQ,chr6,49430091,49432091,49431091,1_NA_peak_61824_lociStitched,chr6,49655312,49655674,49655493,224.402,2,3.285804951,1.040527225,2344.419421,1.16E-25
CENPQ,chr6,49430091,49432091,49431091,1_NA_peak_61823_lociStitched,chr6,49589864,49591493,49590678,159.587,2,3.130883187,1.040527225,2344.419421,1.16E-25
CENPQ,chr6,49430091,49432091,49431091,1_NA_peak_61806_lociStitched,chr6,49170333,49170848,49170590,260.501,2,1.870467541,1.040527225,2344.419421,1.16E-25
CENPQ,chr6,49430091,49432091,49431091,1_NA_peak_61812_lociStitched,chr6,49377810,49378588,49378199,52.892,2,1.694546309,1.040527225,2344.419421,1.16E-25
CENPQ,chr6,49430091,49432091,49431091,5_NA_peak_61804_lociStitched,chr6,49015479,49023506,49019492,411.599,2,3.915802867,1.040527225,2344.419421,1.16E-25
CEP170,chr1,243417650,243419650,243418650,1_NA_peak_6964_lociStitched,chr1,243503708,243504573,243504140,85.49,2,2.265414312,1.171278542,12029.85363,1.50E-131
CFI,chr4,110722335,110724335,110723335,2_NA_peak_53262_lociStitched,chr4,110677635,110678789,110678212,45.123,2,5.888407572,1.852580044,190.8725261,6.44E-08
CHMP2B,chr3,87275421,87277421,87276421,1_NA_peak_47199_lociStitched,chr3,87335712,87336386,87336049,59.628,1,1.568336401,0.505051718,4279.7271,1.27E-12
CITED2,chr6,139694757,139696757,139695757,4_NA_peak_63778_lociStitched,chr6,139641500,139656727,139649113,46.644,2,4.073769906,0.858020056,3047.645946,1.17E-24
CITED2,chr6,139694757,139696757,139695757,7_NA_peak_63783_lociStitched,chr6,139841218,139863163,139852190,156.433,1,2.320019739,0.858020056,3047.645946,1.17E-24
CITF22-49D8.1,chr22,47740319,47742319,47741319,6_NA_peak_44978_lociStitched,chr22,47763112,47775369,47769240,27.921,1,4.771847671,7.084319673,635.3987858,2.34E-61
CITF22-49D8.1,chr22,47740319,47742319,47741319,2_NA_peak_44968_lociStitched,chr22,47665845,47679169,47672507,68.812,1,4.134156987,7.084319673,635.3987858,2.34E-61
CITF22-49D8.1,chr22,47740319,47742319,47741319,1_NA_peak_44966_lociStitched,chr22,47609488,47610266,47609877,131.442,1,4.4597566,7.084319673,635.3987858,2.34E-61
CITF22-49D8.1,chr22,47740319,47742319,47741319,1_NA_peak_44965_lociStitched,chr22,47525101,47526039,47525570,215.749,1,1.835837688,7.084319673,635.3987858,2.34E-61
CKAP2L,chr2,113521254,113523254,113522254,NA_peak_37482,chr2,113536095,113537526,113536810,14.556,2,2.243096929,0.508207149,8383.695163,4.96E-23
CLDN14,chr21,37947867,37949867,37948867,1_NA_peak_43319_lociStitched,chr21,38137919,38138253,38138086,189.219,1,1.998162432,5.794070106,475.6447368,1.05E-58
CLDN14,chr21,37947867,37949867,37948867,3_NA_peak_43321_lociStitched,chr21,38160504,38165668,38163086,214.219,2,1.533169778,5.794070106,475.6447368,1.05E-58
CLDN14,chr21,37947867,37949867,37948867,2_NA_peak_43315_lociStitched,chr21,37959619,37961776,37960697,11.83,1,2.28992054,5.794070106,475.6447368,1.05E-58
CLEC2B,chr12,10021735,10023735,10022735,1_NA_peak_14334_lociStitched,chr12,10019654,10020563,10020108,2.627,1,1.992944663,1.496743698,168.351504,3.41E-05
CLMP,chr11,123064989,123066989,123065989,2_NA_peak_13737_lociStitched,chr11,123172359,123174089,123173224,107.235,1,2.024300404,2.952631205,2654.559654,4.78E-209
CMTR2,chr16,71322618,71324618,71323618,1_NA_peak_26353_lociStitched,chr16,71315399,71319035,71317217,6.401,1,2.316506562,0.890243098,3034.668224,4.80E-27
COL17A1,chr10,105844760,105846760,105845760,7_NA_peak_9927_lociStitched,chr10,105774948,105782669,105778808,66.952,2,1.51562161,1.596433557,1650.697511,4.14E-42
COL5A2,chr2,190043605,190045605,190044605,1_NA_peak_39164_lociStitched,chr2,189886968,189887394,189887181,157.424,2,2.786080216,0.99401502,1609.000349,4.37E-19
COL5A2,chr2,190043605,190045605,190044605,1_NA_peak_39153_lociStitched,chr2,189616332,189617339,189616835,427.77,2,1.635741613,0.99401502,1609.000349,4.37E-19
COL9A3,chr20,61446596,61448596,61447596,2_NA_peak_42628_lociStitched,chr20,61455840,61468785,61462312,14.716,1,1.849474088,2.309069319,437.2031709,3.70E-21
CORO1A,chr16,30193148,30195148,30194148,1_NA_peak_25747_lociStitched,chr16,30196950,30197886,30197418,3.27,1,2.313439327,3.984867704,534.6334372,2.04E-05
CPNE7,chr16,89641176,89643176,89642176,1_NA_peak_27003_lociStitched,chr16,89608950,89610384,89609667,32.509,2,1.730990064,1.271610648,1301.54965,6.70E-24
CPPED1,chr16,12896874,12898874,12897874,3_NA_peak_25310_lociStitched,chr16,12632389,12634477,12633433,264.441,1,3.284125614,0.720786843,2996.787108,2.40E-15
CPPED1,chr16,12896874,12898874,12897874,2_NA_peak_25319_lociStitched,chr16,12792893,12794139,12793516,104.358,1,1.947517442,0.720786843,2996.787108,2.40E-15
CPPED1,chr16,12896874,12898874,12897874,1_NA_peak_25317_lociStitched,chr16,12739994,12741143,12740568,157.306,1,1.574867956,0.720786843,2996.787108,2.40E-15
CREB1,chr2,208393461,208395461,208394461,2_NA_peak_39784_lociStitched,chr2,208312295,208313269,208312782,81.679,1,1.7424016,0.509002487,3401.004245,1.12E-08
CREB1,chr2,208393461,208395461,208394461,1_NA_peak_39803_lociStitched,chr2,208444018,208444508,208444263,49.802,2,1.774317191,0.509002487,3401.004245,1.12E-08
CRNDE,chr16,54962101,54964101,54963101,1_NA_peak_25926_lociStitched,chr16,54526647,54526978,54526812,436.289,2,4.443446792,0.639175766,168.664924,0.158829918
CRNDE,chr16,54962101,54964101,54963101,1_NA_peak_25925_lociStitched,chr16,54481752,54482095,54481923,481.178,2,2.762063428,0.639175766,168.664924,0.158829918
CTD-2369P2.2,chr19,10332870,10334870,10333870,1_NA_peak_32517_lociStitched,chr19,10336720,10338304,10337512,3.642,1,3.861148995,0.552324611,360.2403694,0.030917991
CTIF,chr18,46064417,46066417,46065417,3_NA_peak_31159_lociStitched,chr18,45853425,45856734,45855079,210.338,1,1.566460159,0.638105533,1105.061974,2.17E-06
CUBN,chr10,17170830,17172830,17171830,2_NA_peak_7698_lociStitched,chr10,17186377,17187188,17186782,14.952,1,1.501538633,2.115731908,141.5574838,2.65E-07
CUBN,chr10,17170830,17172830,17171830,1_NA_peak_7673_lociStitched,chr10,16969799,16970017,16969908,201.922,2,1.772271586,2.115731908,141.5574838,2.65E-07
CXCL2,chr4,74964010,74966010,74965010,1_NA_peak_52319_lociStitched,chr4,75032982,75033515,75033248,68.238,2,1.991221618,1.848986073,631.3866555,6.82E-24
CYP1B1,chr2,38336044,38338044,38337044,1_NA_peak_35653_lociStitched,chr2,38263488,38267088,38265288,71.756,2,4.697486652,0.881026864,322.653049,0.000589384
DCAF6,chr1,167904021,167906021,167905021,2_NA_peak_4807_lociStitched,chr1,167657563,167658760,167658161,246.86,2,3.807227024,0.54741815,3839.187714,1.89E-12
DDX27,chr20,47834884,47836884,47835884,1_NA_peak_42070_lociStitched,chr20,47809746,47810822,47810284,25.6,2,1.663463241,0.505127085,8454.759795,3.16E-23
DDX60L,chr4,169457937,169459937,169458937,2_NA_peak_54838_lociStitched,chr4,169430647,169431777,169431212,27.725,2,2.742836417,0.516076633,1078.866175,0.000269688
DEPDC7,chr11,33036410,33038410,33037410,6_NA_peak_11341_lociStitched,chr11,32837465,32844896,32841180,196.23,2,1.960612667,0.916706281,1271.17957,4.39E-12
DHX32,chr10,127584005,127586005,127585005,2_NA_peak_10389_lociStitched,chr10,127811924,127814934,127813429,228.424,2,3.122490195,0.665835857,2770.785115,3.35E-14
DHX8,chr17,41560233,41562233,41561233,2_NA_peak_28470_lociStitched,chr17,41685277,41686607,41685942,124.709,2,3.251007494,0.520443557,5000.260253,1.83E-15
DLC1,chr8,13372167,13374167,13373167,5_NA_peak_68928_lociStitched,chr8,13353850,13370085,13361967,11.2,1,3.019925178,0.659202651,4817.672104,3.34E-22
DLC1,chr8,13372167,13374167,13373167,6_NA_peak_68935_lociStitched,chr8,13394283,13407973,13401128,27.961,1,1.654176007,0.659202651,4817.672104,3.34E-22
DLC1,chr8,13372167,13374167,13373167,4_NA_peak_68920_lociStitched,chr8,13261048,13273151,13267099,106.068,1,1.670074614,0.659202651,4817.672104,3.34E-22
DLC1,chr8,13372167,13374167,13373167,1_NA_peak_68936_lociStitched,chr8,13435989,13436342,13436165,62.998,1,2.873992021,0.659202651,4817.672104,3.34E-22
DLC1,chr8,13372167,13374167,13373167,1_NA_peak_68912_lociStitched,chr8,13170515,13170868,13170691,202.476,1,1.830018528,0.659202651,4817.672104,3.34E-22
DLGAP1-AS2,chr18,3601998,3603998,3602998,4_NA_peak_30420_lociStitched,chr18,3810709,3817933,3814321,211.323,2,1.696440588,1.332255676,1770.723894,1.35E-30
DNAH11,chr7,21581833,21583833,21582833,2_NA_peak_65406_lociStitched,chr7,21922650,21924100,21923375,340.542,2,1.79148513,0.765111674,1921.011096,5.17E-14
DNAH11,chr7,21581833,21583833,21582833,2_NA_peak_65398_lociStitched,chr7,21145542,21146851,21146196,436.637,2,2.72896483,0.765111674,1921.011096,5.17E-14
DNAH11,chr7,21581833,21583833,21582833,2_NA_peak_65402_lociStitched,chr7,21619511,21620443,21619977,37.144,1,2.310287226,0.765111674,1921.011096,5.17E-14
DNAH11,chr7,21581833,21583833,21582833,1_NA_peak_65399_lociStitched,chr7,21404728,21405188,21404958,177.875,2,1.817260447,0.765111674,1921.011096,5.17E-14
DNAJB9,chr7,108209012,108211012,108210012,2_NA_peak_67409_lociStitched,chr7,107951235,107952735,107951985,258.027,2,2.35538104,0.719487827,638.0705355,6.21E-05
DNAJC24,chr11,31390387,31392387,31391387,1_NA_peak_11309_lociStitched,chr11,31434161,31434442,31434301,42.914,1,1.979581095,0.726355942,1604.687848,9.05E-10
DNER,chr2,230578274,230580274,230579274,3_NA_peak_40406_lociStitched,chr2,230165131,230179491,230172311,406.963,2,2.733718753,2.751302791,3267.805814,3.70E-214
DNER,chr2,230578274,230580274,230579274,2_NA_peak_40422_lociStitched,chr2,230493541,230495078,230494309,84.965,1,2.802182988,2.751302791,3267.805814,3.70E-214
DNHD1,chr11,6517490,6519490,6518490,1_NA_peak_10724_lociStitched,chr11,6526096,6527012,6526554,8.064,1,1.513752777,0.582769753,301.4486845,0.031976653
DNM1,chr9,130964658,130966658,130965658,1_NA_peak_74811_lociStitched,chr9,130977112,130978384,130977748,12.09,2,2.33646457,1.871275003,2689.447011,1.11E-101
DNM1,chr9,130964658,130966658,130965658,3_NA_peak_74808_lociStitched,chr9,130929805,130938767,130934286,31.372,2,1.881887272,1.871275003,2689.447011,1.11E-101
DNMT3A,chr2,25564459,25566459,25565459,1_NA_peak_35095_lociStitched,chr2,25537568,25537905,25537736,27.723,1,2.332564673,1.059008124,853.394847,4.13E-12
DOCK4,chr7,111845466,111847466,111846466,1_NA_peak_67439_lociStitched,chr7,111474886,111475257,111475071,371.395,2,1.589334192,1.443356209,3769.947585,5.75E-50
DOK1,chr2,74775153,74777153,74776153,6_NA_peak_36796_lociStitched,chr2,74789372,74811847,74800609,24.456,2,2.05241648,0.524996264,1796.026947,4.94E-06
DSCAM,chr21,42218065,42220065,42219065,1_NA_peak_43458_lociStitched,chr21,41884291,41884618,41884454,334.611,1,3.368572795,2.368728471,235.9252095,3.86E-14
DSCAM,chr21,42218065,42220065,42219065,1_NA_peak_43460_lociStitched,chr21,42086180,42086470,42086325,132.74,1,1.845315067,2.368728471,235.9252095,3.86E-14
DUSP1,chr5,172197198,172199198,172198198,1_NA_peak_59661_lociStitched,chr5,172257255,172258912,172258083,59.885,2,2.044293243,0.503796995,598.3404717,0.012576413
DUSP10,chr1,221914518,221916518,221915518,1_NA_peak_6391_lociStitched,chr1,222194850,222195157,222195003,279.485,1,1.953355857,1.245044613,1499.906715,7.89E-28
DUSP22,chr6,290630,292630,291630,11_NA_peak_59958_lociStitched,chr6,215168,257489,236328,55.302,1,1.661773542,0.939748163,1389.605674,3.39E-14
DUSP22,chr6,290630,292630,291630,5_NA_peak_59946_lociStitched,chr6,188565,196350,192457,99.173,1,2.001630084,0.939748163,1389.605674,3.39E-14
DUSP4,chr8,29207185,29209185,29208185,2_NA_peak_69366_lociStitched,chr8,29413350,29420356,29416853,208.668,1,2.168738824,2.386100522,630.89095,1.53E-37
DUSP4,chr8,29207185,29209185,29208185,1_NA_peak_69361_lociStitched,chr8,29316851,29317294,29317072,108.887,1,4.577514895,2.386100522,630.89095,1.53E-37
DUSP5,chr10,112256596,112258596,112257596,1_NA_peak_10076_lociStitched,chr10,112336295,112337112,112336703,79.107,2,1.795643941,1.434084486,4748.274036,1.22E-91
DUSP6,chr12,89746048,89748048,89747048,5_NA_peak_16873_lociStitched,chr12,89659055,89661920,89660487,86.561,1,2.36641444,2.01010029,9726.022445,0
DUSP6,chr12,89746048,89748048,89747048,1_NA_peak_16878_lociStitched,chr12,89703008,89703523,89703265,43.783,1,4.033354233,2.01010029,9726.022445,0
DUSP6,chr12,89746048,89748048,89747048,1_NA_peak_16883_lociStitched,chr12,89811023,89811323,89811173,64.125,1,1.835289672,2.01010029,9726.022445,0
DUSP6,chr12,89746048,89748048,89747048,2_NA_peak_16844_lociStitched,chr12,89289790,89292078,89290934,456.114,2,3.290620427,2.01010029,9726.022445,0
DYNLT1,chr6,159064771,159066771,159065771,4_NA_peak_64512_lociStitched,chr6,159053312,159078513,159065912,0.141,1,1.50756346,0.799515837,3262.749759,2.83E-22
EAF1,chr3,15467862,15469862,15468862,4_NA_peak_45426_lociStitched,chr3,15400708,15404645,15402676,66.186,2,3.108021632,0.827949152,2208.008153,1.33E-18
EAF1,chr3,15467862,15469862,15468862,1_NA_peak_45431_lociStitched,chr3,15480115,15480368,15480241,11.379,2,2.93550087,0.827949152,2208.008153,1.33E-18
EDEM2,chr20,33864928,33866928,33865928,2_NA_peak_41627_lociStitched,chr20,33859411,33860519,33859965,5.963,1,2.11826736,0.76662929,3240.03818,2.47E-22
EFNB1,chrX,68047840,68049840,68048840,3_NA_peak_76464_lociStitched,chrX,68218720,68220909,68219814,170.974,2,2.140990851,0.897188744,1240.853409,5.50E-11
EIF3EP1,chr6,74000685,74002685,74001685,3_NA_peak_62285_lociStitched,chr6,73944324,73946762,73945543,56.142,2,1.57998443,0.985792221,101.834528,0.046536436
EIF3EP1,chr6,74000685,74002685,74001685,1_NA_peak_62280_lociStitched,chr6,73890170,73890833,73890501,111.184,2,2.245266907,0.985792221,101.834528,0.046536436
EIF3F,chr11,7990798,7992798,7991798,1_NA_peak_10739_lociStitched,chr11,8274618,8275405,8275011,283.213,1,2.867951462,0.631173941,21115.74887,3.12E-49
ELAVL2,chr9,23825335,23827335,23826335,1_NA_peak_72917_lociStitched,chr9,23582368,23583091,23582729,243.606,1,2.689227137,0.646936868,2789.723465,8.94E-13
ELK3,chr12,96587160,96589160,96588160,1_NA_peak_17126_lociStitched,chr12,96477222,96477461,96477341,110.819,2,1.508020162,0.887924351,11146.37987,3.12E-76
ELOVL5,chr6,53212947,53214947,53213947,2_NA_peak_61887_lociStitched,chr6,53114496,53115620,53115058,98.889,1,2.360504475,0.910162672,12361.21245,1.00E-82
EML6,chr2,54949636,54951636,54950636,1_NA_peak_36214_lociStitched,chr2,55065562,55065862,55065712,115.076,1,2.045451581,1.126999064,604.2863072,1.43E-09
ENTPD7,chr10,101418263,101420263,101419263,1_NA_peak_9678_lociStitched,chr10,101453728,101454085,101453906,34.643,2,2.135485297,0.878040366,1820.106249,5.76E-13
EPAS1,chr2,46519806,46521806,46520806,3_NA_peak_35941_lociStitched,chr2,46218874,46220464,46219669,301.137,1,2.167670789,2.064613952,4212.582853,2.96E-152
EPAS1,chr2,46519806,46521806,46520806,2_NA_peak_35974_lociStitched,chr2,46612976,46614325,46613650,92.844,1,6.544404007,2.064613952,4212.582853,2.96E-152
EPAS1,chr2,46519806,46521806,46520806,3_NA_peak_35945_lociStitched,chr2,46239573,46247510,46243541,277.265,1,1.749881823,2.064613952,4212.582853,2.96E-152
ERCC1,chr19,45981086,45983086,45982086,NA_peak_33888,chr19,45976972,45977229,45977100,4.986,1,1.692466244,0.599126231,7508.815292,2.73E-20
ERCC5,chr13,103496194,103498194,103497194,NA_peak_20019,chr13,103490969,103494324,103492646,4.548,1,1.686847644,0.523262371,1251.820588,0.000123507
ERLEC1,chr2,54013181,54015181,54014181,1_NA_peak_36158_lociStitched,chr2,53937862,53938090,53937976,76.205,2,1.573852004,0.621542947,3507.577199,5.77E-14
ERO1LB,chr1,236444319,236446319,236445319,1_NA_peak_6864_lociStitched,chr1,236367578,236368134,236367856,77.463,2,4.358312587,0.630335193,995.4475213,0.000303691
ESM1,chr5,54317499,54319499,54318499,8_NA_peak_56724_lociStitched,chr5,54337966,54360163,54349064,30.565,1,2.960635311,3.034163473,16072.58131,0
ETFDH,chr4,159592277,159594277,159593277,1_NA_peak_54609_lociStitched,chr4,159456140,159457129,159456634,136.643,1,2.398104855,0.667478673,2370.427461,6.76E-13
ETV4,chr17,41655988,41657988,41656988,2_NA_peak_28470_lociStitched,chr17,41685277,41686607,41685942,28.954,1,3.251007494,0.583667631,3441.170229,5.09E-12
EVA1C,chr21,33783314,33785314,33784314,1_NA_peak_43079_lociStitched,chr21,33918290,33918535,33918412,134.098,2,1.631046523,0.96555442,688.528769,1.94E-08
EVC,chr4,5711924,5713924,5712924,1_NA_peak_50885_lociStitched,chr4,5680541,5680757,5680649,32.275,1,2.309347975,0.535555517,4137.710421,3.25E-12
EXOC6B,chr2,73052170,73054170,73053170,1_NA_peak_36719_lociStitched,chr2,72972343,72973066,72972704,80.466,2,1.532487711,0.765030415,3191.483816,7.29E-20
EXOC6B,chr2,73052170,73054170,73053170,1_NA_peak_36718_lociStitched,chr2,72857500,72857824,72857662,195.508,2,2.176582133,0.765030415,3191.483816,7.29E-20
EXT1,chr8,119123092,119125092,119124092,1_NA_peak_71233_lociStitched,chr8,118724853,118725453,118725153,398.939,2,2.439312408,0.548628195,7432.909278,2.52E-23
EXT1,chr8,119123092,119125092,119124092,3_NA_peak_71234_lociStitched,chr8,118742539,118744191,118743365,380.727,2,2.371405882,0.548628195,7432.909278,2.52E-23
EXT1,chr8,119123092,119125092,119124092,1_NA_peak_71301_lociStitched,chr8,119343896,119346077,119344986,220.894,1,2.248230425,0.548628195,7432.909278,2.52E-23
EXT1,chr8,119123092,119125092,119124092,2_NA_peak_71237_lociStitched,chr8,118776277,118777278,118776777,347.315,2,3.590391136,0.548628195,7432.909278,2.52E-23
EXT1,chr8,119123092,119125092,119124092,9_NA_peak_71247_lociStitched,chr8,118874839,118894544,118884691,239.401,1,1.776813489,0.548628195,7432.909278,2.52E-23
FAHD2A,chr2,96067469,96069469,96068469,1_NA_peak_37023_lociStitched,chr2,96054609,96055440,96055024,13.445,1,1.522063132,0.559117007,3017.574049,4.58E-11
FAHD2CP,chr2,96675299,96677299,96676299,1_NA_peak_37031_lociStitched,chr2,96613349,96613649,96613499,62.8,2,1.749015157,0.607555528,375.127991,0.016502198
FAM134B,chr5,16616167,16618167,16617167,1_NA_peak_55867_lociStitched,chr5,16654792,16655203,16654997,37.83,1,2.981384284,1.075049769,514.2717261,1.09E-07
FAM135A,chr6,71121644,71123644,71122644,1_NA_peak_62185_lociStitched,chr6,70890983,70891243,70891113,231.531,1,1.810740788,0.795262036,649.1093412,3.21E-05
FAM20B,chr1,178993939,178995939,178994939,4_NA_peak_5133_lociStitched,chr1,179024797,179030949,179027873,32.934,2,1.528261858,0.572305008,5558.033422,1.43E-18
FAM45A,chr10,120862598,120864598,120863598,1_NA_peak_10227_lociStitched,chr10,120871396,120871668,120871532,7.934,1,1.610010207,0.73705008,3241.780539,7.52E-18
FAM64A,chr17,6346735,6348735,6347735,1_NA_peak_27334_lociStitched,chr17,6143172,6143471,6143321,204.414,1,8.146419498,1.498068576,1193.303728,1.77E-26
FAM64A,chr17,6346735,6348735,6347735,2_NA_peak_27335_lociStitched,chr17,6160206,6161275,6160740,186.995,1,10.57506732,1.498068576,1193.303728,1.77E-26
FAM78A,chr9,134150934,134152934,134151934,1_NA_peak_75024_lociStitched,chr9,134113172,134114172,134113672,38.262,1,3.606289093,1.357786389,677.3722841,3.27E-15
FBN1,chr15,48937046,48939046,48938046,2_NA_peak_23444_lociStitched,chr15,48716382,48720771,48718576,219.47,2,2.163579021,3.973385961,465.905052,4.35E-47
FBXO48,chr2,68693390,68695390,68694390,1_NA_peak_36594_lociStitched,chr2,68914190,68914501,68914345,219.955,2,1.907773944,0.592917635,436.9557905,0.01285712
FEZ2,chr2,36872230,36874230,36873230,1_NA_peak_35555_lociStitched,chr2,36934003,36934960,36934481,61.251,1,1.789516793,0.694960423,7118.756872,2.72E-35
FEZ2,chr2,36872230,36874230,36873230,1_NA_peak_35556_lociStitched,chr2,36956635,36956962,36956798,83.568,1,5.665700819,0.694960423,7118.756872,2.72E-35
FHDC1,chr4,153856504,153858504,153857504,1_NA_peak_54408_lociStitched,chr4,153922715,153923147,153922931,65.427,1,1.658316908,0.547313751,191.9962466,0.114845728
FHDC1,chr4,153856504,153858504,153857504,1_NA_peak_54405_lociStitched,chr4,153858520,153859307,153858913,1.409,1,3.231196866,0.547313751,191.9962466,0.114845728
FHIT,chr3,61236133,61238133,61237133,2_NA_peak_46773_lociStitched,chr3,60921018,60922278,60921648,315.485,1,1.812953819,0.963815781,102.9389768,0.071686292
FHIT,chr3,61236133,61238133,61237133,1_NA_peak_46779_lociStitched,chr3,61478562,61478974,61478768,241.635,2,2.427552536,0.963815781,102.9389768,0.071686292
FHIT,chr3,61236133,61238133,61237133,3_NA_peak_46776_lociStitched,chr3,61431875,61438698,61435286,198.153,2,3.469555327,0.963815781,102.9389768,0.071686292
FIG4,chr6,110011499,110013499,110012499,3_NA_peak_62918_lociStitched,chr6,110088752,110094003,110091377,78.878,1,2.367038736,0.598209545,2064.261709,9.37E-09
FMN1,chr15,33485897,33487897,33486897,5_NA_peak_22976_lociStitched,chr15,33243963,33249258,33246610,240.287,1,1.764218921,0.535897716,3633.616966,9.04E-12
FMO4,chr1,171282347,171284347,171283347,1_NA_peak_4925_lociStitched,chr1,171341240,171342780,171342010,58.663,1,2.025849265,0.540142827,167.1528852,0.182079937
FMO4,chr1,171282347,171284347,171283347,1_NA_peak_4929_lociStitched,chr1,171436330,171438474,171437402,154.055,2,1.526401333,0.540142827,167.1528852,0.182079937
FNBP1,chr9,132804473,132806473,132805473,2_NA_peak_74964_lociStitched,chr9,132753611,132758781,132756196,49.277,1,1.602041609,0.990654492,3971.587053,2.27E-40
FNBP1,chr9,132804473,132806473,132805473,1_NA_peak_74971_lociStitched,chr9,132834151,132836449,132835300,29.827,2,2.436422882,0.990654492,3971.587053,2.27E-40
FOSB,chr19,45970253,45972253,45971253,NA_peak_33888,chr19,45976972,45977229,45977100,5.847,2,1.692466244,1.974418213,111.0297523,0.000169355
FOXF1,chr16,86543133,86545133,86544133,5_NA_peak_26812_lociStitched,chr16,86488122,86500501,86494311,49.822,1,2.9830892,0.553592181,1197.946084,0.000185455
